Discipline,Specialty,Year,AllRef,OutSpecRef,OutDiscRef,AllCit,OutSpecCit,OutDiscCit
Mathematics,Applied Mathematics,1957,233,0.72,0.37,5632,0.87,0.57
Mathematics,Applied Mathematics,1958,269,0.68,0.27,1708,0.79,0.31
Mathematics,Applied Mathematics,1959,295,0.7,0.31,4229,0.83,0.3
Mathematics,Applied Mathematics,1960,315,0.67,0.33,4848,0.85,0.55
Mathematics,Applied Mathematics,1961,427,0.78,0.44,4615,0.86,0.41
Mathematics,Applied Mathematics,1962,601,0.81,0.59,3650,0.85,0.62
Mathematics,Applied Mathematics,1963,737,0.78,0.56,2778,0.85,0.41
Mathematics,Applied Mathematics,1964,702,0.74,0.46,5863,0.74,0.41
Mathematics,Applied Mathematics,1965,995,0.76,0.47,10008,0.85,0.63
Mathematics,Applied Mathematics,1966,1725,0.76,0.48,13500,0.77,0.56
Mathematics,Applied Mathematics,1967,2010,0.72,0.43,14339,0.78,0.52
Mathematics,Applied Mathematics,1968,2448,0.7,0.43,18263,0.77,0.59
Mathematics,Applied Mathematics,1969,2553,0.71,0.42,13566,0.74,0.54
Mathematics,Applied Mathematics,1970,3116,0.68,0.43,16609,0.74,0.54
Mathematics,Applied Mathematics,1971,2705,0.66,0.42,10449,0.66,0.46
Mathematics,Applied Mathematics,1972,3141,0.65,0.41,10475,0.66,0.48
Mathematics,Applied Mathematics,1973,3438,0.68,0.44,14644,0.63,0.48
Mathematics,Applied Mathematics,1974,3225,0.64,0.43,13718,0.65,0.45
Mathematics,Applied Mathematics,1975,4257,0.68,0.45,17965,0.69,0.48
Mathematics,Applied Mathematics,1976,4444,0.68,0.48,20283,0.66,0.48
Mathematics,Applied Mathematics,1977,5009,0.65,0.45,27142,0.65,0.53
Mathematics,Applied Mathematics,1978,5794,0.64,0.46,27260,0.63,0.48
Mathematics,Applied Mathematics,1979,5520,0.63,0.44,27806,0.67,0.55
Mathematics,Applied Mathematics,1980,6320,0.61,0.43,29684,0.63,0.49
Mathematics,Applied Mathematics,1981,7966,0.63,0.42,32581,0.63,0.5
Mathematics,Applied Mathematics,1982,9323,0.65,0.46,36728,0.62,0.49
Mathematics,Applied Mathematics,1983,10243,0.65,0.47,32307,0.64,0.48
Mathematics,Applied Mathematics,1984,11856,0.63,0.43,38265,0.64,0.44
Mathematics,Applied Mathematics,1985,14105,0.66,0.47,40560,0.63,0.49
Mathematics,Applied Mathematics,1986,18438,0.69,0.52,47838,0.61,0.48
Mathematics,Applied Mathematics,1987,17155,0.65,0.47,45747,0.64,0.51
Mathematics,Applied Mathematics,1988,19476,0.68,0.51,48802,0.64,0.49
Mathematics,Applied Mathematics,1989,19992,0.64,0.46,47269,0.62,0.48
Mathematics,Applied Mathematics,1990,23362,0.66,0.49,52181,0.61,0.47
Mathematics,Applied Mathematics,1991,22030,0.65,0.48,46004,0.6,0.46
Mathematics,Applied Mathematics,1992,26608,0.63,0.45,60433,0.6,0.46
Mathematics,Applied Mathematics,1993,27965,0.64,0.45,51274,0.6,0.45
Mathematics,Applied Mathematics,1994,33074,0.65,0.47,60605,0.61,0.48
Mathematics,Applied Mathematics,1995,36852,0.67,0.49,57456,0.61,0.46
Mathematics,Applied Mathematics,1996,42428,0.67,0.48,74451,0.62,0.48
Mathematics,Applied Mathematics,1997,46914,0.66,0.48,75013,0.6,0.45
Mathematics,Applied Mathematics,1998,52032,0.65,0.47,86148,0.62,0.48
Mathematics,Applied Mathematics,1999,53428,0.65,0.46,82465,0.61,0.47
Mathematics,Applied Mathematics,2000,63473,0.64,0.46,89884,0.61,0.46
Mathematics,Applied Mathematics,2001,62338,0.66,0.47,80726,0.62,0.47
Mathematics,Applied Mathematics,2002,69918,0.67,0.47,85320,0.61,0.46
Mathematics,Applied Mathematics,2003,82125,0.66,0.45,90297,0.62,0.45
Mathematics,Applied Mathematics,2004,84198,0.69,0.5,87260,0.62,0.46
Mathematics,Applied Mathematics,2005,98748,0.69,0.51,88575,0.62,0.46
Mathematics,Applied Mathematics,2006,129871,0.69,0.53,99735,0.63,0.49
Mathematics,Applied Mathematics,2007,146840,0.7,0.53,97182,0.64,0.49
Mathematics,Applied Mathematics,2008,171643,0.72,0.55,95535,0.64,0.48
Mathematics,Applied Mathematics,2009,203018,0.72,0.56,97878,0.65,0.49
Mathematics,Applied Mathematics,2010,226096,0.73,0.57,81861,0.65,0.48
Mathematics,Applied Mathematics,2011,239957,0.73,0.56,62818,0.65,0.47
Mathematics,Applied Mathematics,2012,281469,0.74,0.58,44398,0.64,0.45
Mathematics,Applied Mathematics,2013,315673,0.75,0.59,22448,0.64,0.45
Mathematics,Applied Mathematics,2014,332639,0.74,0.59,5708,0.62,0.42
Mathematics,General Mathematics,1950,1541,0.17,0.16,12364,0.49,0.36
Mathematics,General Mathematics,1951,1555,0.26,0.24,12801,0.52,0.43
Mathematics,General Mathematics,1952,1546,0.24,0.21,12736,0.5,0.33
Mathematics,General Mathematics,1953,1814,0.23,0.2,12218,0.38,0.26
Mathematics,General Mathematics,1954,1474,0.22,0.19,10293,0.41,0.26
Mathematics,General Mathematics,1955,795,0.15,0.12,6084,0.32,0.2
Mathematics,General Mathematics,1956,789,0.15,0.13,6806,0.24,0.13
Mathematics,General Mathematics,1957,955,0.22,0.19,9000,0.37,0.26
Mathematics,General Mathematics,1958,903,0.26,0.21,10314,0.3,0.19
Mathematics,General Mathematics,1959,1084,0.28,0.23,8876,0.32,0.21
Mathematics,General Mathematics,1960,1335,0.45,0.22,9015,0.28,0.19
Mathematics,General Mathematics,1961,1856,0.32,0.23,13628,0.34,0.2
Mathematics,General Mathematics,1962,2694,0.36,0.27,19255,0.38,0.25
Mathematics,General Mathematics,1963,2825,0.34,0.26,18442,0.35,0.22
Mathematics,General Mathematics,1964,3509,0.36,0.3,25089,0.39,0.26
Mathematics,General Mathematics,1965,5257,0.31,0.24,35260,0.35,0.19
Mathematics,General Mathematics,1966,8105,0.28,0.22,45620,0.3,0.16
Mathematics,General Mathematics,1967,9353,0.27,0.2,51535,0.32,0.17
Mathematics,General Mathematics,1968,10465,0.24,0.16,48214,0.3,0.18
Mathematics,General Mathematics,1969,13529,0.21,0.14,54036,0.27,0.14
Mathematics,General Mathematics,1970,14179,0.2,0.14,49564,0.29,0.15
Mathematics,General Mathematics,1971,16248,0.19,0.12,56380,0.27,0.15
Mathematics,General Mathematics,1972,19462,0.19,0.12,67774,0.28,0.15
Mathematics,General Mathematics,1973,19916,0.18,0.12,59949,0.28,0.14
Mathematics,General Mathematics,1974,20838,0.18,0.11,61349,0.26,0.13
Mathematics,General Mathematics,1975,22689,0.19,0.13,69725,0.32,0.18
Mathematics,General Mathematics,1976,24954,0.19,0.12,69478,0.27,0.13
Mathematics,General Mathematics,1977,24319,0.19,0.11,67895,0.29,0.14
Mathematics,General Mathematics,1978,24555,0.18,0.11,64240,0.28,0.12
Mathematics,General Mathematics,1979,23846,0.17,0.1,65346,0.29,0.15
Mathematics,General Mathematics,1980,26356,0.17,0.11,68433,0.28,0.14
Mathematics,General Mathematics,1981,30817,0.18,0.11,74083,0.28,0.12
Mathematics,General Mathematics,1982,32695,0.19,0.12,79594,0.29,0.13
Mathematics,General Mathematics,1983,35640,0.2,0.12,81848,0.29,0.14
Mathematics,General Mathematics,1984,36561,0.19,0.12,77164,0.3,0.14
Mathematics,General Mathematics,1985,37778,0.21,0.12,78875,0.3,0.14
Mathematics,General Mathematics,1986,40594,0.2,0.11,81067,0.29,0.12
Mathematics,General Mathematics,1987,41994,0.2,0.11,86946,0.3,0.13
Mathematics,General Mathematics,1988,43133,0.21,0.1,80433,0.29,0.12
Mathematics,General Mathematics,1989,41826,0.21,0.11,76996,0.31,0.13
Mathematics,General Mathematics,1990,45543,0.22,0.11,77477,0.29,0.13
Mathematics,General Mathematics,1991,46780,0.21,0.11,80142,0.3,0.13
Mathematics,General Mathematics,1992,48149,0.22,0.12,79430,0.31,0.13
Mathematics,General Mathematics,1993,51026,0.22,0.11,79486,0.3,0.13
Mathematics,General Mathematics,1994,54814,0.22,0.11,79565,0.3,0.13
Mathematics,General Mathematics,1995,59354,0.22,0.11,82341,0.3,0.12
Mathematics,General Mathematics,1996,59966,0.22,0.11,82595,0.29,0.12
Mathematics,General Mathematics,1997,67175,0.25,0.13,85240,0.31,0.13
Mathematics,General Mathematics,1998,68631,0.23,0.11,88447,0.31,0.13
Mathematics,General Mathematics,1999,72700,0.24,0.12,87219,0.31,0.12
Mathematics,General Mathematics,2000,79266,0.24,0.12,89246,0.3,0.11
Mathematics,General Mathematics,2001,84115,0.25,0.12,86012,0.32,0.13
Mathematics,General Mathematics,2002,89200,0.24,0.12,85213,0.31,0.12
Mathematics,General Mathematics,2003,94542,0.26,0.13,87853,0.31,0.12
Mathematics,General Mathematics,2004,100866,0.25,0.12,84305,0.31,0.11
Mathematics,General Mathematics,2005,112783,0.27,0.13,84535,0.32,0.13
Mathematics,General Mathematics,2006,121988,0.28,0.13,85036,0.32,0.11
Mathematics,General Mathematics,2007,164776,0.37,0.24,95712,0.37,0.18
Mathematics,General Mathematics,2008,183198,0.37,0.23,90431,0.37,0.17
Mathematics,General Mathematics,2009,205866,0.38,0.24,83409,0.39,0.19
Mathematics,General Mathematics,2010,213335,0.36,0.21,66792,0.36,0.16
Mathematics,General Mathematics,2011,230583,0.36,0.2,51417,0.35,0.17
Mathematics,General Mathematics,2012,265511,0.37,0.21,36991,0.34,0.16
Mathematics,General Mathematics,2013,284100,0.38,0.2,19069,0.34,0.17
Mathematics,General Mathematics,2014,288059,0.38,0.2,4603,0.33,0.16
Mathematics,Miscellaneous Mathematics,1965,163,0.97,0.12,520,0.9,0.08
Mathematics,Miscellaneous Mathematics,1966,129,0.89,0.18,1149,0.88,0.12
Mathematics,Miscellaneous Mathematics,1967,217,0.9,0.11,857,0.9,0.14
Mathematics,Miscellaneous Mathematics,1968,218,0.89,0.17,1194,0.92,0.1
Mathematics,Miscellaneous Mathematics,1969,445,0.87,0.13,1450,0.92,0.07
Mathematics,Miscellaneous Mathematics,1970,267,0.88,0.11,953,0.96,0.1
Mathematics,Miscellaneous Mathematics,1974,114,0.82,0.1,134,0.67,0.33
Mathematics,Miscellaneous Mathematics,1975,548,0.93,0.18,3620,0.65,0.27
Mathematics,Miscellaneous Mathematics,1976,596,0.84,0.2,3744,0.62,0.25
Mathematics,Miscellaneous Mathematics,1977,653,0.81,0.18,2796,0.58,0.19
Mathematics,Miscellaneous Mathematics,1978,758,0.82,0.17,3996,0.65,0.24
Mathematics,Miscellaneous Mathematics,1979,904,0.75,0.14,4725,0.63,0.28
Mathematics,Miscellaneous Mathematics,1980,1015,0.75,0.17,5366,0.64,0.25
Mathematics,Miscellaneous Mathematics,1981,1504,0.72,0.21,7070,0.67,0.29
Mathematics,Miscellaneous Mathematics,1982,1915,0.75,0.26,7711,0.73,0.32
Mathematics,Miscellaneous Mathematics,1983,2110,0.74,0.21,9105,0.72,0.3
Mathematics,Miscellaneous Mathematics,1984,2228,0.74,0.26,8984,0.75,0.32
Mathematics,Miscellaneous Mathematics,1985,2500,0.73,0.26,7724,0.72,0.32
Mathematics,Miscellaneous Mathematics,1986,3021,0.73,0.25,8819,0.74,0.33
Mathematics,Miscellaneous Mathematics,1987,3187,0.72,0.27,8875,0.74,0.35
Mathematics,Miscellaneous Mathematics,1988,2968,0.7,0.24,7916,0.73,0.36
Mathematics,Miscellaneous Mathematics,1989,3495,0.72,0.23,9011,0.73,0.32
Mathematics,Miscellaneous Mathematics,1990,3756,0.69,0.24,9940,0.77,0.32
Mathematics,Miscellaneous Mathematics,1991,4354,0.69,0.22,9457,0.74,0.28
Mathematics,Miscellaneous Mathematics,1992,4394,0.68,0.23,10082,0.75,0.31
Mathematics,Miscellaneous Mathematics,1993,6313,0.76,0.39,9966,0.75,0.33
Mathematics,Miscellaneous Mathematics,1994,5857,0.71,0.29,9836,0.74,0.32
Mathematics,Miscellaneous Mathematics,1995,6725,0.75,0.35,11310,0.77,0.35
Mathematics,Miscellaneous Mathematics,1996,7556,0.69,0.27,11004,0.72,0.26
Mathematics,Miscellaneous Mathematics,1997,8402,0.72,0.34,11554,0.73,0.3
Mathematics,Miscellaneous Mathematics,1998,7116,0.71,0.25,10151,0.74,0.28
Mathematics,Miscellaneous Mathematics,1999,8153,0.72,0.27,11170,0.76,0.32
Mathematics,Miscellaneous Mathematics,2000,8476,0.72,0.28,11278,0.77,0.32
Mathematics,Miscellaneous Mathematics,2001,8940,0.72,0.28,10996,0.76,0.31
Mathematics,Miscellaneous Mathematics,2002,10607,0.69,0.26,10454,0.74,0.27
Mathematics,Miscellaneous Mathematics,2003,9708,0.72,0.27,8955,0.75,0.26
Mathematics,Miscellaneous Mathematics,2004,10535,0.7,0.27,10977,0.77,0.32
Mathematics,Miscellaneous Mathematics,2005,10374,0.71,0.24,9029,0.76,0.26
Mathematics,Miscellaneous Mathematics,2006,12332,0.73,0.26,8905,0.79,0.27
Mathematics,Miscellaneous Mathematics,2007,13389,0.73,0.25,8308,0.79,0.27
Mathematics,Miscellaneous Mathematics,2008,16680,0.71,0.25,9028,0.77,0.26
Mathematics,Miscellaneous Mathematics,2009,19713,0.72,0.24,7461,0.75,0.24
Mathematics,Miscellaneous Mathematics,2010,18339,0.76,0.27,5815,0.76,0.25
Mathematics,Miscellaneous Mathematics,2011,18142,0.78,0.27,4282,0.78,0.25
Mathematics,Miscellaneous Mathematics,2012,23793,0.78,0.31,3648,0.77,0.24
Mathematics,Miscellaneous Mathematics,2013,22736,0.8,0.34,1492,0.76,0.27
Mathematics,Miscellaneous Mathematics,2014,23254,0.81,0.37,350,0.75,0.15
Mathematics,Probability & Statistics,1950,865,0.31,0.25,11048,0.71,0.69
Mathematics,Probability & Statistics,1951,2126,0.5,0.45,16424,0.76,0.71
Mathematics,Probability & Statistics,1952,985,0.35,0.29,15850,0.67,0.62
Mathematics,Probability & Statistics,1953,1704,0.3,0.26,13211,0.67,0.64
Mathematics,Probability & Statistics,1954,1102,0.26,0.21,19414,0.66,0.64
Mathematics,Probability & Statistics,1955,1153,0.28,0.23,30632,0.84,0.83
Mathematics,Probability & Statistics,1956,1226,0.23,0.19,12786,0.6,0.57
Mathematics,Probability & Statistics,1957,1452,0.34,0.28,14003,0.7,0.68
Mathematics,Probability & Statistics,1958,1536,0.29,0.24,51311,0.87,0.86
Mathematics,Probability & Statistics,1959,1510,0.24,0.2,13114,0.59,0.55
Mathematics,Probability & Statistics,1960,2324,0.27,0.23,11175,0.62,0.57
Mathematics,Probability & Statistics,1961,2710,0.22,0.17,18366,0.58,0.53
Mathematics,Probability & Statistics,1962,2679,0.27,0.23,20755,0.61,0.57
Mathematics,Probability & Statistics,1963,2958,0.27,0.23,25509,0.67,0.64
Mathematics,Probability & Statistics,1964,3042,0.28,0.24,23757,0.67,0.65
Mathematics,Probability & Statistics,1965,3337,0.25,0.2,28891,0.67,0.64
Mathematics,Probability & Statistics,1966,3697,0.3,0.25,19236,0.57,0.51
Mathematics,Probability & Statistics,1967,4179,0.27,0.21,23983,0.58,0.52
Mathematics,Probability & Statistics,1968,4438,0.25,0.18,22591,0.55,0.49
Mathematics,Probability & Statistics,1969,5371,0.25,0.18,27087,0.59,0.53
Mathematics,Probability & Statistics,1970,5107,0.27,0.19,31189,0.6,0.55
Mathematics,Probability & Statistics,1971,6049,0.26,0.19,30726,0.61,0.56
Mathematics,Probability & Statistics,1972,6459,0.25,0.17,56442,0.74,0.71
Mathematics,Probability & Statistics,1973,6653,0.26,0.18,29087,0.52,0.46
Mathematics,Probability & Statistics,1974,7081,0.28,0.2,37671,0.6,0.55
Mathematics,Probability & Statistics,1975,8466,0.25,0.19,37921,0.57,0.51
Mathematics,Probability & Statistics,1976,8454,0.26,0.17,33374,0.53,0.47
Mathematics,Probability & Statistics,1977,8437,0.26,0.18,62598,0.71,0.67
Mathematics,Probability & Statistics,1978,8678,0.25,0.17,48071,0.61,0.57
Mathematics,Probability & Statistics,1979,9921,0.27,0.19,48080,0.63,0.59
Mathematics,Probability & Statistics,1980,9840,0.25,0.18,33828,0.52,0.47
Mathematics,Probability & Statistics,1981,11774,0.28,0.17,40571,0.52,0.45
Mathematics,Probability & Statistics,1982,14905,0.41,0.17,48049,0.56,0.47
Mathematics,Probability & Statistics,1983,17775,0.46,0.18,50580,0.64,0.53
Mathematics,Probability & Statistics,1984,19287,0.44,0.19,44532,0.57,0.45
Mathematics,Probability & Statistics,1985,19778,0.42,0.2,42750,0.54,0.42
Mathematics,Probability & Statistics,1986,21774,0.42,0.18,60330,0.6,0.52
Mathematics,Probability & Statistics,1987,21522,0.4,0.18,47242,0.54,0.44
Mathematics,Probability & Statistics,1988,24104,0.4,0.17,59683,0.63,0.53
Mathematics,Probability & Statistics,1989,21967,0.37,0.17,45900,0.54,0.44
Mathematics,Probability & Statistics,1990,21788,0.39,0.2,43612,0.5,0.4
Mathematics,Probability & Statistics,1991,22495,0.35,0.19,44805,0.52,0.44
Mathematics,Probability & Statistics,1992,23767,0.35,0.21,48354,0.54,0.46
Mathematics,Probability & Statistics,1993,22356,0.28,0.2,47157,0.49,0.42
Mathematics,Probability & Statistics,1994,23393,0.3,0.23,56835,0.55,0.5
Mathematics,Probability & Statistics,1995,26677,0.3,0.23,77029,0.63,0.58
Mathematics,Probability & Statistics,1996,29055,0.3,0.23,52692,0.52,0.46
Mathematics,Probability & Statistics,1997,30484,0.3,0.22,49219,0.51,0.45
Mathematics,Probability & Statistics,1998,30827,0.32,0.25,47762,0.51,0.44
Mathematics,Probability & Statistics,1999,34079,0.31,0.23,56733,0.57,0.5
Mathematics,Probability & Statistics,2000,37067,0.35,0.27,56608,0.6,0.53
Mathematics,Probability & Statistics,2001,37546,0.33,0.26,52277,0.54,0.48
Mathematics,Probability & Statistics,2002,38950,0.37,0.29,50102,0.57,0.5
Mathematics,Probability & Statistics,2003,42826,0.38,0.29,48418,0.58,0.49
Mathematics,Probability & Statistics,2004,46804,0.38,0.29,50143,0.54,0.46
Mathematics,Probability & Statistics,2005,50561,0.4,0.33,48029,0.56,0.48
Mathematics,Probability & Statistics,2006,58481,0.42,0.34,47104,0.54,0.46
Mathematics,Probability & Statistics,2007,64967,0.42,0.34,43167,0.52,0.44
Mathematics,Probability & Statistics,2008,78556,0.43,0.34,42409,0.52,0.43
Mathematics,Probability & Statistics,2009,88501,0.43,0.35,36687,0.5,0.41
Mathematics,Probability & Statistics,2010,85993,0.42,0.34,29888,0.54,0.45
Mathematics,Probability & Statistics,2011,99360,0.44,0.36,22560,0.53,0.43
Mathematics,Probability & Statistics,2012,105358,0.43,0.35,13324,0.53,0.43
Mathematics,Probability & Statistics,2013,109792,0.43,0.35,5630,0.52,0.41
Mathematics,Probability & Statistics,2014,110273,0.41,0.34,1331,0.51,0.4
Physics,Acoustics,1950,699,0.72,0.44,4506,0.58,0.51
Physics,Acoustics,1951,419,0.53,0.22,2674,0.46,0.33
Physics,Acoustics,1952,878,0.67,0.37,4681,0.63,0.55
Physics,Acoustics,1953,1064,0.59,0.28,5916,0.63,0.52
Physics,Acoustics,1954,869,0.53,0.26,4977,0.68,0.55
Physics,Acoustics,1955,640,0.56,0.37,4934,0.65,0.57
Physics,Acoustics,1956,662,0.51,0.24,8528,0.68,0.54
Physics,Acoustics,1957,730,0.52,0.3,5615,0.59,0.49
Physics,Acoustics,1958,618,0.45,0.28,4208,0.59,0.51
Physics,Acoustics,1959,944,0.49,0.31,6764,0.6,0.52
Physics,Acoustics,1960,1055,0.48,0.26,5487,0.6,0.48
Physics,Acoustics,1961,1070,0.39,0.25,6405,0.6,0.49
Physics,Acoustics,1962,981,0.39,0.24,7433,0.54,0.45
Physics,Acoustics,1963,872,0.45,0.3,5493,0.56,0.45
Physics,Acoustics,1964,2256,0.58,0.33,7567,0.5,0.42
Physics,Acoustics,1965,2982,0.57,0.35,8071,0.51,0.39
Physics,Acoustics,1966,2646,0.49,0.29,8688,0.57,0.45
Physics,Acoustics,1967,2777,0.49,0.28,14904,0.66,0.49
Physics,Acoustics,1968,3107,0.47,0.3,12048,0.6,0.47
Physics,Acoustics,1969,3792,0.46,0.27,12060,0.56,0.46
Physics,Acoustics,1970,3757,0.5,0.29,11742,0.62,0.51
Physics,Acoustics,1971,4663,0.46,0.29,18305,0.55,0.47
Physics,Acoustics,1972,5159,0.5,0.33,15938,0.59,0.5
Physics,Acoustics,1973,5667,0.46,0.33,17575,0.57,0.5
Physics,Acoustics,1974,5665,0.47,0.34,16412,0.57,0.5
Physics,Acoustics,1975,8093,0.55,0.37,14139,0.56,0.46
Physics,Acoustics,1976,6059,0.46,0.32,18455,0.56,0.47
Physics,Acoustics,1977,6218,0.42,0.31,18434,0.57,0.49
Physics,Acoustics,1978,7245,0.47,0.34,21827,0.61,0.54
Physics,Acoustics,1979,6911,0.45,0.33,18454,0.58,0.51
Physics,Acoustics,1980,8097,0.46,0.33,23817,0.6,0.52
Physics,Acoustics,1981,8388,0.45,0.32,20903,0.58,0.5
Physics,Acoustics,1982,8431,0.46,0.34,19090,0.59,0.5
Physics,Acoustics,1983,9292,0.45,0.33,20662,0.56,0.48
Physics,Acoustics,1984,9824,0.49,0.38,19878,0.59,0.51
Physics,Acoustics,1985,11118,0.51,0.39,24181,0.61,0.52
Physics,Acoustics,1986,11010,0.5,0.38,23207,0.6,0.52
Physics,Acoustics,1987,11197,0.5,0.39,22601,0.59,0.52
Physics,Acoustics,1988,13248,0.51,0.38,27705,0.63,0.54
Physics,Acoustics,1989,13054,0.49,0.39,29134,0.62,0.55
Physics,Acoustics,1990,13629,0.47,0.37,30351,0.61,0.55
Physics,Acoustics,1991,14551,0.51,0.41,29809,0.63,0.55
Physics,Acoustics,1992,16307,0.5,0.37,31882,0.64,0.55
Physics,Acoustics,1993,16752,0.48,0.39,30546,0.64,0.57
Physics,Acoustics,1994,18399,0.5,0.4,31661,0.62,0.56
Physics,Acoustics,1995,19567,0.49,0.4,32463,0.61,0.54
Physics,Acoustics,1996,22175,0.49,0.4,33045,0.63,0.55
Physics,Acoustics,1997,22517,0.51,0.42,34988,0.64,0.56
Physics,Acoustics,1998,24386,0.51,0.42,34902,0.65,0.57
Physics,Acoustics,1999,23119,0.5,0.43,31928,0.65,0.58
Physics,Acoustics,2000,24971,0.51,0.41,34554,0.67,0.58
Physics,Acoustics,2001,25426,0.51,0.42,32249,0.67,0.6
Physics,Acoustics,2002,25447,0.52,0.43,35528,0.71,0.63
Physics,Acoustics,2003,26932,0.52,0.44,32390,0.68,0.6
Physics,Acoustics,2004,29153,0.54,0.46,32854,0.7,0.63
Physics,Acoustics,2005,36041,0.54,0.47,35882,0.69,0.62
Physics,Acoustics,2006,39351,0.57,0.49,34065,0.7,0.62
Physics,Acoustics,2007,40584,0.57,0.49,29196,0.69,0.61
Physics,Acoustics,2008,46235,0.57,0.5,28513,0.7,0.62
Physics,Acoustics,2009,47143,0.57,0.49,24321,0.7,0.62
Physics,Acoustics,2010,46731,0.57,0.48,18364,0.68,0.6
Physics,Acoustics,2011,50718,0.58,0.48,14654,0.67,0.59
Physics,Acoustics,2012,52867,0.58,0.49,9664,0.66,0.57
Physics,Acoustics,2013,57794,0.59,0.52,5070,0.64,0.56
Physics,Acoustics,2014,60135,0.62,0.52,1111,0.63,0.52
Physics,Applied Physics,1950,2332,0.71,0.33,20010,0.85,0.63
Physics,Applied Physics,1951,2294,0.7,0.35,17491,0.81,0.55
Physics,Applied Physics,1952,2436,0.7,0.29,14824,0.82,0.58
Physics,Applied Physics,1953,3025,0.7,0.35,15049,0.81,0.57
Physics,Applied Physics,1954,3209,0.7,0.36,15365,0.78,0.51
Physics,Applied Physics,1955,3717,0.73,0.34,18414,0.79,0.51
Physics,Applied Physics,1956,3541,0.71,0.32,19081,0.77,0.48
Physics,Applied Physics,1957,3735,0.73,0.32,19914,0.78,0.49
Physics,Applied Physics,1958,4547,0.74,0.3,21824,0.77,0.48
Physics,Applied Physics,1959,4457,0.71,0.27,23138,0.73,0.42
Physics,Applied Physics,1960,6383,0.7,0.25,29274,0.69,0.37
Physics,Applied Physics,1961,7043,0.7,0.23,36686,0.68,0.36
Physics,Applied Physics,1962,10077,0.71,0.26,43349,0.71,0.38
Physics,Applied Physics,1963,11192,0.67,0.25,48419,0.69,0.38
Physics,Applied Physics,1964,13503,0.69,0.23,45106,0.66,0.37
Physics,Applied Physics,1965,19800,0.7,0.25,56765,0.65,0.36
Physics,Applied Physics,1966,21545,0.68,0.22,58970,0.63,0.31
Physics,Applied Physics,1967,23924,0.66,0.22,59834,0.63,0.33
Physics,Applied Physics,1968,26603,0.66,0.23,61402,0.63,0.34
